Time (s),Thrust (lbf),Chamber (°C),Chamber (psi),Feedline (psi),Injector (psi),Ox Tank (psi)
1.26333,-107.5464,25.52373,1.37664,656.1453,666.28197,665.95276
1.26667,-95.83691,25.77665,0.88006,656.81445,666.95106,665.95276
1.27,-102.3424,25.20759,-0.27861,656.31257,668.45656,666.62191
1.27333,-95.83691,25.14434,0.05243,655.97803,667.62014,666.28737
1.27667,-94.53591,25.46051,0.54901,655.30894,666.44924,664.61459
1.28,-94.53591,25.96633,1.2111,656.47984,666.11464,664.44732
1.28333,-97.13791,25.71342,1.70768,657.14899,668.12196,666.28737
1.28667,-102.3424,25.71342,-1.10624,658.15262,668.79111,667.29099
1.29,-112.7504,25.90311,0.71453,655.81076,666.78379,665.1164
1.29333,-97.13791,25.90311,1.37664,657.6508,666.78379,666.28737
1.29667,-103.6434,25.65019,0.54901,657.98535,667.45287,668.12735
1.3,-99.7404,25.83988,-0.27861,656.31257,666.11464,665.61822
1.30333,-106.2454,25.96633,2.20425,657.31626,666.78379,665.78549
1.30667,-112.7504,25.71342,0.88006,656.1453,667.45287,667.12372
1.31,-97.13791,25.96633,0.38349,657.31626,666.28197,664.61459
1.31333,-99.7404,25.96633,0.88006,656.64718,668.12196,665.61822
1.31667,-98.4394,25.65019,-0.44414,656.1453,667.78742,667.45827
1.32,-99.7404,25.71342,0.54901,657.31626,666.11464,666.28737
1.32333,-98.4394,26.2825,1.2111,657.48353,666.61652,665.45094
1.32667,-110.1484,25.77665,2.03873,658.48716,667.62014,665.61822
1.33,-114.0514,25.83988,0.21795,656.47984,667.11833,667.12372
1.33333,-106.2454,25.90311,0.88006,658.15262,666.44924,664.78186
1.33667,-101.0414,25.71342,1.2111,657.81808,668.28929,665.28367
1.34,-97.13791,25.71342,0.21795,656.98172,667.2856,666.78918
1.34333,-107.5464,25.33405,-1.43729,656.64718,666.44924,666.78918
1.34667,-101.0414,25.71342,1.37664,656.98172,665.94737,664.61459
1.35,-98.4394,25.65019,1.2111,658.15262,667.78742,665.45094
1.35333,-99.7404,25.14434,-0.60966,656.81445,666.78379,667.45827
1.35667,-93.23491,25.71342,0.54901,656.98172,665.27828,665.95276
1.36,-102.3424,25.83988,1.37664,657.81808,667.62014,666.12003
1.36333,-102.3424,25.77665,-0.27861,657.14899,667.45287,666.95645
1.36667,-106.2454,25.96633,0.88006,655.97803,666.28197,664.94913
1.37,-99.7404,25.65019,1.87321,657.98535,667.2856,666.78918
1.37333,-97.13791,25.77665,-0.27861,656.47984,666.78379,667.62554
1.37667,-99.7404,26.02959,1.70768,657.6508,666.28197,664.44732
1.38,-93.23491,25.83988,0.54901,657.48353,667.78742,666.12003
1.38333,-104.9444,25.52373,0.05243,655.47621,665.94737,666.45464
1.38667,-97.13791,25.77665,1.2111,657.14899,665.94737,665.78549
1.39,-104.9444,25.27082,0.54901,654.80713,667.78742,666.95645
1.39333,-95.83691,25.96633,0.71453,656.64718,664.44192,666.12003
1.39667,-98.4394,25.96633,1.37664,657.48353,667.2856,666.95645
1.4,-97.13791,25.71342,-0.60966,656.1453,667.95469,666.78918
1.40333,-103.6434,25.46051,1.70768,655.97803,665.61282,665.28367
1.40667,-90.63291,25.83988,0.38349,657.81808,667.62014,666.28737
1.41,-101.0414,25.58696,-0.11309,655.81076,668.45656,667.29099
1.41333,-101.0414,25.71342,0.88006,655.47621,664.6092,665.78549
1.41667,-99.7404,25.58696,2.03873,656.98172,667.2856,665.95276
1.42,-99.7404,25.65019,-0.77518,656.47984,667.62014,666.95645
1.42333,-104.9444,25.65019,0.88006,656.64718,665.61282,665.28367
1.42667,-101.0414,25.58696,3.36292,656.98172,666.78379,665.28367
1.43,-93.23491,25.46051,-0.27861,658.82177,667.11833,665.1164
1.43333,-97.13791,25.58696,-0.60966,657.14899,667.62014,666.62191
1.43667,-107.5464,25.71342,0.88006,655.64348,665.7801,666.78918
1.44,-101.0414,26.02959,1.54216,657.31626,666.78379,665.45094
1.44333,-102.3424,25.20759,1.04558,657.98535,668.45656,666.12003
1.44667,-98.4394,25.33405,0.21795,655.14167,667.45287,666.12003
1.45,-121.85789,25.77665,3.03188,657.81808,665.7801,664.44732
1.45333,-94.53591,25.65019,-0.27861,658.15262,667.78742,666.12003
1.45667,-98.4394,25.96633,-0.60966,655.30894,666.44924,665.1164
1.46,-99.7404,26.02959,1.2111,655.81076,665.61282,665.1164
1.46333,-97.13791,25.65019,1.2111,657.48353,667.2856,665.45094
1.46667,-102.3424,25.08111,-0.44414,656.64718,667.11833,667.12372
1.47,-99.7404,25.71342,2.53531,657.31626,666.95106,666.28737
1.47333,-90.63291,25.58696,1.70768,659.32358,668.12196,666.45464
1.47667,-104.9444,25.46051,0.05243,654.13798,667.11833,666.45464
1.48,-99.7404,25.90311,0.05243,655.97803,665.61282,664.78186
1.48333,-101.0414,25.65019,1.70768,657.31626,666.78379,665.28367
1.48667,-115.35289,25.71342,-0.44414,656.47984,667.62014,666.78918
1.49,-99.7404,25.90311,0.71453,656.98172,666.78379,666.28737
1.49333,-93.23491,25.65019,1.54216,658.15262,667.62014,667.12372
1.49667,-99.7404,25.90311,-0.60966,657.48353,665.61282,666.28737
1.5,-101.0414,25.96633,2.53531,658.82177,667.11833,667.96008
1.50333,-102.3424,25.65019,-0.11309,657.48353,667.2856,666.78918
1.50667,-104.9444,25.90311,0.21795,656.1453,666.95106,665.95276
1.51,-111.4494,25.77665,1.87321,657.81808,666.28197,665.61822
1.51333,-99.7404,25.46051,0.38349,657.81808,667.62014,666.78918
1.51667,-104.9444,25.65019,0.05243,654.9744,666.44924,665.78549
1.52,-98.4394,25.71342,1.2111,658.31989,666.28197,666.12003
1.52333,-97.13791,25.52373,0.54901,657.48353,667.78742,667.12372
1.52667,-101.0414,25.71342,0.54901,656.31257,665.7801,666.45464
1.53,-107.5464,26.09282,2.20425,657.6508,667.62014,665.78549
1.53333,-99.7404,25.46051,1.87321,655.97803,665.11101,665.78549
1.53667,-88.03091,25.65019,0.38349,656.1453,668.12196,667.29099
1.54,-101.0414,25.33405,1.04558,656.1453,666.61652,666.28737
1.54333,-107.5464,25.58696,1.2111,656.81445,667.11833,668.12735
1.54667,-102.3424,25.58696,-0.77518,655.14167,666.44924,666.28737
1.55,-99.7404,25.52373,0.54901,658.31989,667.2856,667.29099
1.55333,-104.9444,25.90311,0.88006,655.97803,666.28197,666.78918
1.55667,-102.3424,25.58696,1.87321,656.47984,665.27828,665.45094
1.56,-106.2454,25.77665,0.21795,657.98535,667.11833,665.78549
1.56333,-99.7404,25.65019,-1.10624,654.30525,668.45656,667.12372
1.56667,-91.93391,25.83988,1.87321,657.14899,665.94737,666.12003
1.57,-110.1484,25.52373,1.04558,657.81808,667.95469,667.62554
1.57333,-94.53591,25.71342,-1.93387,656.47984,666.44924,666.28737
1.57667,-97.13791,25.77665,1.04558,656.98172,666.28197,665.61822
1.58,-102.3424,25.27082,1.37664,657.48353,667.78742,666.78918
1.58333,-101.0414,25.27082,0.21795,656.47984,665.94737,666.12003
1.58667,-112.7504,25.90311,1.87321,656.64718,667.95469,665.78549
1.59,-94.53591,25.58696,0.38349,656.81445,667.62014,666.95645
1.59333,-103.6434,25.83988,0.88006,656.47984,664.77647,665.61822
1.59667,-98.4394,26.02959,1.2111,657.48353,667.2856,666.12003
1.6,-102.3424,25.71342,0.88006,655.64348,667.45287,667.12372
1.60333,-103.6434,25.83988,3.03188,656.81445,665.7801,665.78549
1.60667,-89.33191,25.77665,0.21795,657.48353,667.62014,666.95645
1.61,-104.9444,25.52373,1.04558,655.64348,666.95106,666.95645
1.61333,-98.4394,25.96633,2.20425,658.31989,666.95106,666.28737
1.61667,-108.8474,25.90311,0.88006,656.98172,668.45656,668.46196
1.62,-102.3424,25.96633,-0.44414,656.81445,666.61652,666.45464
1.62333,-107.5464,26.09282,2.20425,657.14899,667.11833,665.78549
1.62667,-112.7504,25.71342,1.54216,657.6508,667.62014,666.95645
1.63,-98.4394,25.71342,0.21795,657.14899,666.11464,665.45094
1.63333,-97.13791,25.96633,2.03873,656.64718,667.45287,665.95276
1.63667,-94.53591,25.71342,0.21795,657.48353,668.95838,668.12735
1.64,-101.0414,25.71342,-0.11309,656.47984,666.11464,666.28737
1.64333,-94.53591,25.52373,1.37664,657.98535,667.78742,666.28737
1.64667,-106.2454,25.96633,-0.27861,656.47984,667.11833,667.12372
1.65,-107.5464,25.90311,1.04558,656.31257,666.61652,665.28367
1.65333,-95.83691,25.71342,1.87321,658.65443,668.28929,666.12003
1.65667,-101.0414,25.83988,0.54901,656.47984,668.28929,667.45827
1.66,-102.3424,25.83988,-0.11309,655.97803,666.61652,665.45094
1.66333,-102.3424,25.65019,1.2111,658.98904,667.2856,666.78918
1.66667,-104.9444,25.46051,1.04558,657.31626,668.79111,668.29462
1.67,-97.13791,26.02959,-0.94072,656.64718,666.61652,666.78918
1.67333,-98.4394,25.52373,2.03873,658.48716,667.95469,666.12003
1.67667,-103.6434,25.46051,-0.11309,656.64718,668.79111,666.95645
1.68,-102.3424,25.83988,0.21795,656.47984,665.27828,666.45464
1.68333,-94.53591,25.96633,1.2111,657.31626,666.95106,666.45464
1.68667,-99.7404,25.83988,0.54901,658.82177,667.78742,666.45464
1.69,-97.13791,25.65019,0.38349,655.97803,666.44924,666.45464
1.69333,-99.7404,25.96633,1.04558,657.48353,666.78379,665.95276
1.69667,-97.13791,25.39728,-0.27861,657.81808,668.28929,667.12372
1.7,-103.6434,25.65019,0.38349,654.9744,666.78379,665.1164
1.70333,-104.9444,25.96633,1.87321,657.81808,668.12196,667.45827
1.70667,-101.0414,25.39728,0.54901,656.64718,667.45287,667.96008
1.71,-102.3424,25.52373,-0.60966,655.97803,666.61652,666.45464
1.71333,-110.1484,25.96633,2.53531,656.98172,665.61282,665.61822
1.71667,-101.0414,25.65019,2.70083,656.98172,668.12196,666.95645
1.72,-99.7404,25.77665,0.71453,657.6508,667.78742,667.96008
1.72333,-97.13791,25.83988,-0.27861,654.47252,667.78742,666.62191
1.72667,-101.0414,25.58696,0.71453,656.1453,665.94737,665.95276
1.73,-106.2454,25.52373,1.2111,657.81808,667.95469,668.12735
1.73333,-94.53591,25.65019,0.05243,656.31257,666.95106,667.12372
1.73667,-107.5464,25.77665,1.37664,655.97803,666.44924,665.61822
1.74,-112.7504,25.77665,2.70083,658.15262,666.95106,665.78549
1.74333,-98.4394,25.58696,-0.77518,657.31626,667.11833,667.12372
1.74667,-97.13791,25.52373,0.38349,655.47621,665.61282,665.45094
1.75,-98.4394,25.71342,1.2111,658.15262,668.12196,666.95645
1.75333,-94.53591,25.77665,-0.27861,655.14167,666.95106,666.95645
1.75667,-95.83691,26.09282,2.03873,656.47984,667.11833,666.45464
1.76,-108.8474,25.52373,3.03188,656.64718,668.45656,667.12372
1.76333,-99.7404,25.90311,0.54901,657.14899,667.95469,667.29099
1.76667,-97.13791,25.52373,0.05243,657.14899,666.28197,665.78549
1.77,-99.7404,25.83988,0.88006,657.6508,669.12565,666.95645
1.77333,-90.63291,25.71342,0.21795,656.1453,667.2856,668.62923
1.77667,-95.83691,25.83988,1.87321,656.1453,665.94737,664.78186
1.78,-108.8474,25.77665,0.88006,658.15262,667.95469,666.45464
1.78333,-103.6434,25.46051,0.38349,656.47984,668.45656,666.28737
1.78667,-103.6434,25.71342,1.2111,656.1453,665.7801,665.45094
1.79,-94.53591,25.46051,0.54901,658.15262,667.45287,666.28737
1.79333,-101.0414,25.96633,0.38349,655.97803,668.79111,666.28737
1.79667,-94.53591,25.58696,0.54901,656.98172,666.11464,666.95645
1.8,-103.6434,26.09282,1.87321,657.6508,667.95469,666.12003
1.80333,-106.2454,25.52373,-0.77518,657.81808,668.12196,667.62554
1.80667,-106.2454,25.46051,-0.27861,655.81076,667.78742,667.45827
1.81,-94.53591,25.83988,0.38349,656.47984,666.28197,666.28737
1.81333,-102.3424,25.77665,1.2111,657.14899,665.61282,665.1164
1.81667,-107.5464,25.33405,1.2111,657.14899,668.79111,666.12003
1.82,-104.9444,25.58696,-1.27176,655.47621,667.11833,666.12003
1.82333,-91.93391,25.83988,0.88006,656.31257,665.61282,665.1164
1.82667,-116.65389,25.71342,0.88006,657.48353,667.78742,665.61822
1.83,-102.3424,25.46051,-0.60966,656.64718,668.62384,667.79281
1.83333,-93.23491,25.65019,0.38349,656.81445,665.61282,666.62191
1.83667,-97.13791,25.77665,0.54901,658.48716,668.12196,665.78549
1.84,-101.0414,25.71342,-0.11309,657.6508,669.12565,667.79281
1.84333,-107.5464,25.33405,0.21795,655.97803,665.94737,667.45827
1.84667,-110.1484,26.09282,2.53531,656.98172,666.95106,665.61822
1.85,-89.33191,25.33405,0.71453,658.15262,667.78742,667.12372
1.85333,-102.3424,25.65019,1.04558,657.14899,666.78379,666.95645
1.85667,-107.5464,25.65019,0.71453,658.82177,666.11464,665.45094
1.86,-101.0414,25.65019,0.38349,658.65443,668.45656,667.12372
1.86333,-94.53591,25.83988,-0.44414,656.1453,664.94374,666.78918
1.86667,-106.2454,25.77665,1.70768,657.14899,667.62014,665.78549
1.87,-101.0414,25.52373,-1.10624,657.14899,668.12196,667.62554
1.87333,-104.9444,25.96633,1.04558,655.14167,666.28197,666.28737
1.87667,-104.9444,26.02959,3.1974,656.47984,667.2856,666.12003
1.88,-103.6434,25.27082,-0.44414,658.15262,667.45287,666.78918
1.88333,-102.3424,25.71342,1.2111,655.14167,666.11464,665.78549
1.88667,-101.0414,26.02959,0.88006,657.98535,668.12196,666.62191
1.89,-104.9444,25.58696,0.21795,657.81808,668.28929,666.78918
1.89333,-108.8474,25.52373,0.54901,656.47984,666.28197,665.95276
1.89667,-102.3424,26.02959,1.37664,656.98172,668.12196,666.78918
1.9,-112.7504,25.77665,1.2111,656.31257,666.61652,666.78918
1.90333,-91.93391,26.09282,1.37664,657.48353,666.61652,666.12003
1.90667,-99.7404,25.71342,-0.11309,655.97803,668.28929,666.95645
1.91,-99.7404,25.52373,1.2111,658.48716,665.11101,667.12372
1.91333,-104.9444,25.52373,-0.27861,657.14899,667.2856,666.78918
1.91667,-97.13791,25.39728,0.71453,657.14899,665.44555,665.45094
1.92,-95.83691,25.33405,1.04558,657.14899,667.2856,666.78918
1.92333,-102.3424,25.39728,0.71453,656.31257,666.28197,667.29099
1.92667,-94.53591,25.58696,1.54216,657.98535,666.78379,666.45464
1.93,-103.6434,25.65019,0.71453,657.81808,668.62384,667.45827
1.93333,-94.53591,25.39728,-0.44414,656.47984,667.78742,668.29462
1.93667,-106.2454,25.71342,1.37664,656.81445,665.11101,667.62554
1.94,-98.4394,25.58696,1.37664,657.6508,667.45287,665.45094
1.94333,-107.5464,25.46051,0.88006,656.1453,666.95106,667.45827
1.94667,-93.23491,25.77665,1.54216,656.47984,665.7801,666.78918
1.95,-102.3424,26.15604,0.88006,657.98535,666.61652,665.45094
1.95333,-99.7404,25.77665,0.21795,657.31626,667.62014,667.45827
1.95667,-97.13791,25.58696,-0.11309,655.81076,665.44555,666.62191
1.96,-104.9444,26.09282,1.87321,657.6508,666.28197,664.78186
1.96333,-95.83691,25.65019,0.21795,657.81808,667.62014,666.95645
1.96667,-97.13791,25.39728,0.54901,656.98172,667.2856,667.62554
1.97,-98.4394,25.71342,0.21795,656.47984,666.28197,666.62191
1.97333,-95.83691,26.02959,1.2111,658.65443,667.62014,666.95645
1.97667,-115.35289,25.71342,-1.10624,655.47621,668.12196,667.12372
1.98,-116.65389,26.02959,1.2111,657.31626,665.44555,665.45094
1.98333,-94.53591,25.90311,0.71453,658.31989,667.62014,666.62191
1.98667,-103.6434,25.83988,-0.60966,655.47621,666.28197,667.45827
1.99,-102.3424,26.02959,1.04558,656.81445,667.11833,665.95276
1.99333,-98.4394,25.46051,1.37664,657.31626,667.2856,667.96008
1.99667,-94.53591,25.52373,0.54901,655.47621,665.44555,666.95645
2,-104.9444,25.77665,2.36977,659.32358,666.61652,665.78549
2.00333,-97.13791,25.46051,-0.77518,656.81445,667.45287,667.79281
2.00667,-90.63291,25.77665,-0.11309,656.64718,667.2856,666.45464
2.01,-102.3424,25.52373,0.38349,657.31626,667.45287,668.29462
2.01333,-93.23491,25.52373,-0.77518,656.64718,665.94737,667.12372
2.01667,-106.2454,25.96633,1.87321,656.98172,666.11464,665.95276
2.02,-107.5464,25.83988,0.54901,657.98535,668.62384,666.78918
2.02333,-98.4394,25.46051,0.21795,656.47984,665.94737,667.29099
2.02667,-97.13791,25.46051,0.54901,656.64718,667.11833,668.12735
2.03,-97.13791,25.77665,0.54901,656.98172,666.28197,665.61822
2.03333,-98.4394,25.39728,0.54901,656.1453,668.62384,667.79281
2.03667,-93.23491,25.33405,-0.11309,657.48353,665.61282,666.45464
2.04,-103.6434,25.71342,0.88006,657.98535,668.45656,666.78918
2.04333,-99.7404,25.33405,0.21795,657.14899,667.45287,669.13104
2.04667,-95.83691,25.77665,0.21795,656.47984,665.7801,665.45094
2.05,-91.93391,25.96633,1.04558,658.82177,667.45287,666.78918
2.05333,-97.13791,25.33405,1.04558,656.47984,667.45287,667.12372
2.05667,-91.93391,25.83988,-0.11309,657.98535,664.94374,665.61822
2.06,-93.23491,25.77665,1.87321,657.6508,667.95469,665.78549
2.06333,-106.2454,25.71342,-0.94072,657.6508,667.95469,667.29099
2.06667,-107.5464,26.15604,0.54901,656.64718,666.28197,667.29099
2.07,-98.4394,25.83988,1.54216,657.81808,667.11833,666.45464
2.07333,-103.6434,25.71342,0.21795,658.48716,667.62014,666.78918
2.07667,-99.7404,25.71342,0.88006,656.81445,666.95106,667.29099
2.08,-102.3424,25.90311,0.54901,658.65443,665.61282,665.45094
2.08333,-95.83691,25.65019,1.54216,656.81445,666.95106,666.12003
2.08667,-98.4394,25.77665,0.38349,657.48353,667.62014,666.78918
2.09,-86.72991,25.77665,-0.44414,656.81445,667.2856,668.29462
2.09333,-93.23491,25.33405,0.71453,657.6508,665.61282,666.62191
2.09667,-101.0414,25.90311,1.54216,658.48716,666.95106,666.28737
2.1,-97.13791,25.39728,1.37664,657.14899,668.45656,666.78918
2.10333,-101.0414,25.77665,0.88006,658.15262,665.44555,665.78549
2.10667,-102.3424,25.90311,1.70768,657.6508,667.78742,664.61459
2.11,-103.6434,25.58696,1.04558,657.31626,666.95106,667.12372
2.11333,-102.3424,25.14434,-0.44414,656.64718,667.45287,666.45464
2.11667,-102.3424,25.90311,0.38349,656.81445,665.94737,665.28367
2.12,-107.5464,25.90311,0.88006,657.98535,667.78742,665.78549
2.12333,-99.7404,25.52373,1.2111,655.81076,666.11464,665.95276
2.12667,-102.3424,25.83988,0.54901,658.65443,667.2856,667.29099
2.13,-98.4394,25.71342,0.38349,655.81076,666.28197,665.28367
2.13333,-94.53591,25.52373,-0.11309,658.15262,668.12196,666.95645
2.13667,-102.3424,25.83988,1.04558,657.6508,666.95106,667.12372
2.14,-99.7404,25.65019,-0.11309,657.48353,667.62014,666.95645
2.14333,-112.7504,25.52373,2.03873,657.48353,667.11833,665.78549
2.14667,-99.7404,25.90311,0.88006,656.81445,667.78742,666.78918
2.15,-97.13791,25.77665,1.2111,659.32358,666.11464,665.1164
2.15333,-97.13791,25.39728,-0.27861,656.31257,667.78742,666.78918
2.15667,-108.8474,25.71342,1.37664,657.31626,665.61282,666.28737
2.16,-98.4394,25.58696,1.70768,657.98535,668.12196,667.45827
2.16333,-99.7404,25.52373,-0.44414,656.31257,666.28197,666.45464
2.16667,-111.4494,25.52373,1.37664,657.48353,667.11833,666.45464
2.17,-102.3424,25.90311,-0.44414,657.14899,666.95106,667.29099
2.17333,-94.53591,25.58696,0.21795,656.81445,666.78379,665.78549
2.17667,-102.3424,25.27082,2.20425,658.48716,667.45287,667.12372
2.18,-103.6434,25.65019,-0.44414,656.81445,667.62014,667.62554
2.18333,-107.5464,25.46051,2.36977,655.97803,666.61652,665.28367
2.18667,-97.13791,25.71342,1.37664,657.81808,667.45287,666.78918
2.19,-102.3424,25.39728,0.05243,657.6508,668.12196,666.62191
2.19333,-104.9444,25.77665,0.05243,656.98172,665.61282,666.45464
2.19667,-94.53591,25.90311,1.37664,656.98172,666.44924,666.12003
2.2,-97.13791,25.83988,1.87321,657.81808,667.45287,666.28737
2.20333,-97.13791,25.20759,0.38349,657.98535,667.62014,666.95645
2.20667,-107.5464,25.52373,2.53531,655.47621,665.27828,666.12003
2.21,-101.0414,25.96633,1.87321,658.82177,666.78379,666.45464
2.21333,-106.2454,25.96633,-0.44414,655.47621,667.62014,667.45827
2.21667,-102.3424,25.90311,2.36977,656.31257,665.94737,666.62191
2.22,-90.63291,25.46051,0.54901,657.48353,668.12196,667.12372
2.22333,-107.5464,25.58696,2.20425,655.14167,666.28197,666.45464
2.22667,-95.83691,26.15604,1.37664,657.81808,666.78379,666.45464
2.23,-108.8474,25.33405,0.88006,656.98172,669.29292,666.95645
2.23333,-101.0414,25.83988,0.54901,655.81076,665.94737,669.29831
2.23667,-102.3424,26.02959,4.19055,656.64718,666.28197,665.95276
2.24,-90.63291,25.33405,-0.11309,657.81808,667.45287,667.79281
2.24333,-102.3424,25.46051,1.2111,655.14167,666.11464,666.28737
2.24667,-88.03091,25.71342,1.37664,658.48716,666.11464,666.28737
2.25,-94.53591,25.46051,-0.27861,656.47984,667.95469,667.45827
2.25333,-94.53591,25.58696,1.54216,656.64718,666.78379,666.95645
2.25667,-94.53591,26.02959,1.70768,657.48353,665.7801,666.45464
2.26,-97.13791,25.90311,1.87321,658.48716,667.2856,665.95276
2.26333,-102.3424,25.46051,1.04558,657.98535,667.2856,666.12003
2.26667,-95.83691,25.39728,0.88006,655.30894,666.44924,666.62191
2.27,-97.13791,25.83988,0.88006,657.6508,665.94737,665.28367
2.27333,-97.13791,25.96633,1.87321,656.98172,666.28197,665.28367
2.27667,-99.7404,25.65019,0.54901,657.81808,667.95469,667.45827
2.28,-89.33191,25.77665,-1.10624,656.81445,667.45287,667.79281
2.28333,-94.53591,25.39728,0.54901,657.14899,666.11464,665.95276
2.28667,-103.6434,25.96633,2.86635,656.98172,667.62014,665.78549
2.29,-98.4394,25.77665,1.04558,658.15262,667.78742,667.12372
2.29333,-98.4394,25.65019,-0.44414,658.15262,666.44924,665.28367
2.29667,-94.53591,26.09282,1.70768,656.47984,667.2856,664.61459
2.3,-94.53591,25.46051,2.03873,657.98535,667.11833,665.78549
2.30333,-97.13791,25.65019,-0.44414,656.98172,668.79111,667.79281
2.30667,-97.13791,25.46051,1.37664,657.48353,665.61282,665.61822
2.31,-93.23491,25.96633,1.70768,658.48716,667.2856,666.45464
2.31333,-108.8474,25.65019,1.54216,656.47984,668.62384,667.29099
2.31667,-97.13791,26.09282,1.54216,656.98172,665.7801,665.45094
2.32,-97.13791,26.15604,1.87321,656.98172,666.44924,666.12003
2.32333,-99.7404,25.33405,0.88006,655.64348,667.45287,667.29099
2.32667,-94.53591,25.65019,1.87321,657.48353,665.7801,667.12372
2.33,-94.53591,25.65019,-0.11309,657.31626,667.95469,667.45827
2.33333,-112.7504,25.65019,0.71453,656.98172,665.61282,664.94913
2.33667,-112.7504,25.96633,3.03188,657.14899,667.62014,666.28737
2.34,-107.5464,25.46051,-0.77518,657.14899,667.2856,667.62554
2.34333,-102.3424,25.39728,1.2111,655.81076,666.28197,665.61822
2.34667,-98.4394,25.65019,2.03873,657.81808,666.28197,665.45094
2.35,-97.13791,24.95465,1.54216,657.6508,667.95469,668.12735
