Time (sec),Time Since Ignition (sec),LC1 Axial Load (lbf),PT1 Combustion Pressure (psi),PT2 Feedline Pressure (psi),PT3 Injector Pressure (psi),PT4 Ox-Tank Pressure (psi)
7925.54,15.54,23.85854,82.81479,743.46358,195.56637,215.81217
7925.54333,15.54333,10.84805,81.82167,740.95445,194.56271,215.14309
7925.54667,15.54667,-0.86145,83.31138,742.45989,194.39541,212.46665
7925.55,15.55,23.85854,83.31138,743.79812,195.23179,212.46665
7925.55333,15.55333,1.74055,82.64927,743.29631,197.23912,213.80485
7925.55667,15.55667,18.65405,80.16641,743.12904,196.57003,214.64124
7925.56,15.56,8.24605,83.31138,740.78711,195.06452,212.29938
7925.56333,15.56333,9.54705,82.64927,742.9617,192.55539,214.47397
7925.56667,15.56667,12.14905,80.99404,742.62716,192.72266,213.80485
7925.57,15.57,9.54705,80.82852,741.45626,193.55905,212.80119
7925.57333,15.57333,12.14905,82.98034,741.7908,193.55905,213.80485
7925.57667,15.57667,29.06254,82.31823,744.13267,197.23912,212.46665
7925.58,15.58,6.94504,82.15271,740.61984,196.40273,212.29938
7925.58333,15.58333,12.14905,81.15956,741.62353,191.21719,213.30304
7925.58667,15.58667,1.74055,81.65612,742.79443,191.04988,210.6266
7925.59,15.59,14.75105,81.15956,742.62716,193.22447,211.29572
7925.59333,15.59333,5.64404,83.31138,742.79443,192.72266,210.6266
7925.59667,15.59667,17.35305,81.65612,745.13629,194.72998,210.12479
7925.6,15.6,10.84805,79.17326,741.45626,193.55905,209.95752
7925.60333,15.60333,9.54705,80.82852,742.79443,191.55173,210.6266
7925.60667,15.60667,17.35305,81.4906,742.79443,193.39178,208.95386
7925.61,15.61,-3.46345,80.00089,741.62353,191.55173,209.45567
7925.61333,15.61333,-3.46345,81.65612,742.62716,191.21719,208.95386
7925.61667,15.61667,6.94504,81.4906,744.29994,192.55539,208.95386
7925.62,15.62,-4.76445,80.99404,742.79443,192.55539,209.95752
7925.62333,15.62333,19.95554,79.33878,741.45626,189.54441,211.12845
7925.62667,15.62667,1.74055,79.83537,741.95807,189.37714,208.78658
7925.63,15.63,12.14905,80.99404,742.62716,189.37714,207.9502
7925.63333,15.63333,14.75105,81.98719,741.62353,189.87895,208.78658
7925.63667,15.63667,14.75105,82.15271,743.63085,190.71534,207.11381
7925.64,15.64,12.14905,79.83537,743.63085,192.55539,208.45201
7925.64333,15.64333,-0.86145,79.17326,742.62716,191.21719,207.9502
7925.64667,15.64667,8.24605,79.33878,742.12535,189.04259,205.10649
7925.65,15.65,8.24605,80.00089,743.46358,188.87529,206.11015
7925.65333,15.65333,0.43955,79.00774,743.46358,188.87529,207.9502
7925.65667,15.65667,12.14905,78.84222,742.79443,188.87529,205.60833
7925.66,15.66,-0.86145,79.5043,741.7908,191.88627,205.10649
7925.66333,15.66333,5.64404,76.85592,742.79443,189.54441,207.9502
7925.66667,15.66667,5.64404,78.51115,741.28899,186.53343,205.44106
7925.67,15.67,6.94504,80.66297,742.45989,186.53343,204.4374
7925.67333,15.67333,0.43955,80.33193,742.9617,185.86434,206.44472
7925.67667,15.67667,17.35305,77.84907,742.12535,188.03893,205.60833
7925.68,15.68,4.34304,79.00774,741.62353,190.21353,203.43374
7925.68333,15.68333,6.94504,78.01459,741.62353,189.20986,205.94288
7925.68667,15.68667,6.94504,79.5043,742.45989,185.69704,203.43374
7925.69,15.69,4.34304,78.18011,743.12904,186.36616,204.77194
7925.69333,15.69333,6.94504,79.17326,742.12535,188.2062,203.09917
7925.69667,15.69667,13.45005,79.17326,744.13267,186.03161,202.43008
7925.7,15.7,4.34304,77.35248,740.78711,187.70436,205.10649
7925.70333,15.70333,5.64404,76.52488,742.29262,184.69341,204.27013
7925.70667,15.70667,0.43955,77.02144,742.79443,186.868,203.60101
7925.71,15.71,-6.06545,77.02144,741.45626,185.19522,203.60101
7925.71333,15.71333,-3.46345,80.16641,743.29631,184.52611,202.09554
7925.71667,15.71667,13.45005,76.52488,743.12904,186.53343,202.93189
7925.72,15.72,1.74055,76.02829,740.78711,184.69341,201.42642
7925.72333,15.72333,12.14905,76.6904,742.62716,184.02429,203.09917
7925.72667,15.72667,1.74055,76.35933,741.45626,185.19522,203.26647
7925.73,15.73,-8.66745,78.01459,742.12535,182.18424,200.7573
7925.73333,15.73333,1.74055,76.02829,742.9617,183.85702,203.26647
7925.73667,15.73667,6.94504,74.86962,742.12535,181.68243,201.09188
7925.74,15.74,-0.86145,78.51115,742.12535,184.69341,200.08822
7925.74333,15.74333,0.43955,78.01459,742.12535,183.68975,201.92823
7925.74667,15.74667,-3.46345,77.51803,741.28899,180.84604,199.25183
7925.75,15.75,4.34304,76.19381,743.63085,179.84238,200.08822
7925.75333,15.75333,1.74055,76.35933,742.12535,179.84238,200.42276
7925.75667,15.75667,14.75105,77.35248,743.96539,181.01331,198.58271
7925.76,15.76,5.64404,77.18696,742.45989,182.85336,198.74998
7925.76333,15.76333,-2.16245,74.7041,742.12535,180.34419,199.75364
7925.76667,15.76667,12.14905,77.02144,742.79443,180.84604,198.24817
7925.77,15.77,-2.16245,75.53173,742.12535,179.84238,199.08456
7925.77333,15.77333,-13.87194,78.01459,742.29262,177.16597,197.91363
7925.77667,15.77667,5.64404,75.69725,742.79443,180.5115,199.58637
7925.78,15.78,-20.37694,75.86277,740.61984,179.84238,196.74269
7925.78333,15.78333,3.04155,76.19381,742.79443,180.5115,199.25183
7925.78667,15.78667,1.74055,76.85592,741.45626,179.17326,197.07724
7925.79,15.79,-0.86145,77.35248,742.79443,177.33325,196.57539
7925.79333,15.79333,9.54705,76.35933,740.95445,177.50052,197.57905
7925.79667,15.79667,8.24605,76.52488,743.29631,176.66413,196.57539
7925.8,15.8,-6.06545,75.69725,741.45626,181.34785,196.74269
7925.80333,15.80333,10.84805,75.03514,741.95807,177.50052,197.07724
7925.80667,15.80667,-2.16245,74.37306,742.62716,178.50418,194.5681
7925.81,15.81,0.43955,74.20751,742.79443,180.34419,196.74269
7925.81333,15.81333,0.43955,76.35933,741.62353,176.8314,195.23719
7925.81667,15.81667,9.54705,74.37306,743.46358,178.67145,195.9063
7925.82,15.82,5.64404,74.04199,740.11803,180.5115,195.06992
7925.82333,15.82333,5.64404,73.87647,742.79443,177.16597,196.07358
7925.82667,15.82667,-8.66745,72.22124,742.12535,179.34057,195.57173
7925.83,15.83,1.74055,74.53858,740.95445,179.17326,194.5681
7925.83333,15.83333,-0.86145,76.52488,742.29262,177.66779,193.89898
7925.83667,15.83667,-3.46345,72.7178,743.12904,176.99867,195.06992
7925.84,15.84,1.74055,74.20751,740.95445,177.66779,193.0626
7925.84333,15.84333,5.64404,75.20066,743.12904,177.16597,194.06626
7925.84667,15.84667,-3.46345,72.88332,741.7908,177.33325,193.39714
7925.85,15.85,-4.76445,73.87647,742.9617,174.82408,193.0626
7925.85333,15.85333,-2.16245,74.53858,743.29631,176.16231,192.56078
7925.85667,15.85667,-3.46345,71.55912,742.62716,175.32592,192.56078
7925.86,15.86,10.84805,75.53173,741.12172,176.8314,192.05894
7925.86333,15.86333,1.74055,72.88332,743.46358,175.4932,194.5681
7925.86667,15.86667,-8.66745,71.06253,741.45626,175.82774,192.72805
7925.87,15.87,10.84805,72.38676,742.12535,174.65681,191.38985
7925.87333,15.87333,-3.46345,74.04199,742.9617,175.4932,192.72805
7925.87667,15.87667,10.84805,72.38676,742.12535,172.48222,191.38985
7925.88,15.88,1.74055,73.54543,741.7908,174.65681,190.72073
7925.88333,15.88333,-15.17294,73.37991,742.29262,173.48588,192.39351
7925.88667,15.88667,13.45005,73.21436,741.62353,172.98406,189.5498
7925.89,15.89,1.74055,72.55228,742.62716,175.15865,189.88434
7925.89333,15.89333,3.04155,72.22124,742.9617,173.48588,191.38985
7925.89667,15.89667,6.94504,70.23493,742.29262,173.48588,190.38619
7925.9,15.9,-9.96845,70.89701,741.7908,173.82042,190.38619
7925.90333,15.90333,0.43955,71.3936,741.7908,171.81313,191.89166
7925.90667,15.90667,-6.06545,73.21436,742.29262,171.9804,189.5498
7925.91,15.91,1.74055,71.3936,742.79443,173.15133,189.88434
7925.91333,15.91333,3.04155,72.05568,741.28899,170.30762,189.04795
7925.91667,15.91667,4.34304,71.72464,742.79443,170.4749,188.71341
7925.92,15.92,12.14905,70.89701,742.29262,173.3186,189.88434
7925.92333,15.92333,1.74055,72.55228,740.95445,169.30396,188.88068
7925.92667,15.92667,-2.16245,73.54543,743.46358,169.97308,188.54614
7925.93,15.93,8.24605,70.56597,742.45989,171.64583,188.04433
7925.93333,15.93333,-9.96845,71.55912,742.9617,170.14035,187.04067
7925.93667,15.93667,9.54705,71.22809,743.29631,171.64583,188.04433
7925.94,15.94,9.54705,71.3936,740.95445,171.14401,187.20794
7925.94333,15.94333,1.74055,72.05568,742.29262,169.47123,187.70975
7925.94667,15.94667,-4.76445,71.3936,742.79443,171.81313,186.70609
7925.95,15.95,4.34304,69.07626,742.12535,171.47856,187.54248
7925.95333,15.95333,-6.06545,72.22124,741.62353,168.13303,186.53882
7925.95667,15.95667,9.54705,71.89016,743.79812,169.13669,186.37155
7925.96,15.96,6.94504,69.73834,740.2853,170.80947,186.37155
7925.96333,15.96333,-20.37694,68.08311,742.45989,167.46395,186.20428
7925.96667,15.96667,4.34304,70.89701,742.79443,169.47123,184.69877
7925.97,15.97,-6.06545,70.73149,742.9617,170.14035,186.03701
7925.97333,15.97333,-11.26945,69.90386,741.7908,169.80581,185.8697
7925.97667,15.97667,-4.76445,70.56597,743.79812,170.4749,185.36789
7925.98,15.98,-12.57045,69.4073,742.12535,170.80947,186.53882
7925.98333,15.98333,-6.06545,70.23493,741.45626,166.46029,184.19696
7925.98667,15.98667,-2.16245,71.06253,742.12535,167.79849,183.36057
7925.99,15.99,0.43955,70.56597,741.12172,168.80215,185.36789
7925.99333,15.99333,-7.36645,72.05568,741.7908,166.79483,182.85875
7925.99667,15.99667,6.94504,69.90386,744.29994,168.80215,182.18964
7926,16,4.34304,69.24178,741.28899,168.80215,184.69877
7926.00333,16.00333,-7.36645,70.73149,742.62716,164.62024,182.85875
7926.00667,16.00667,-11.26945,70.40045,743.46358,167.79849,182.18964
7926.01,16.01,9.54705,68.91071,742.62716,166.9621,183.02602
7926.01333,16.01333,-0.86145,71.06253,742.29262,167.29664,182.02236
7926.01667,16.01667,3.04155,68.74519,743.29631,166.79483,182.69148
7926.02,16.02,-3.46345,68.91071,740.2853,166.79483,182.35691
7926.02333,16.02333,3.04155,70.89701,742.9617,165.12205,182.35691
7926.02667,16.02667,-3.46345,70.23493,743.12904,166.29298,182.85875
7926.03,16.03,3.04155,66.92444,741.12172,166.29298,182.02236
7926.03333,16.03333,-11.26945,70.40045,743.29631,164.95478,182.18964
7926.03667,16.03667,5.64404,67.58652,742.29262,167.29664,182.02236
7926.04,16.04,-7.36645,67.58652,742.79443,163.44931,181.35325
7926.04333,16.04333,-6.06545,67.75204,742.79443,165.79117,181.52052
7926.04667,16.04667,-29.48394,66.92444,742.62716,167.46395,181.35325
7926.05,16.05,-3.46345,69.73834,741.45626,164.78751,182.18964
7926.05333,16.05333,-6.06545,69.90386,742.79443,164.28569,179.01138
7926.05667,16.05667,6.94504,65.76577,742.62716,164.45297,180.51689
7926.06,16.06,-0.86145,68.74519,742.62716,165.12205,178.84411
7926.06333,16.06333,4.34304,68.57967,741.45626,163.95112,180.51689
7926.06667,16.06667,-7.36645,69.90386,742.62716,163.11476,177.50591
7926.07,16.07,4.34304,67.421,742.62716,165.6239,178.50957
7926.07333,16.07333,-7.36645,67.08996,741.45626,163.11476,177.67318
7926.07667,16.07667,6.94504,68.24863,744.13267,164.45297,178.17499
7926.08,16.08,-6.06545,67.08996,740.95445,164.78751,178.84411
7926.08333,16.08333,-0.86145,67.91759,742.45989,161.60926,178.3423
7926.08667,16.08667,-0.86145,67.75204,743.12904,162.78019,178.50957
7926.09,16.09,-0.86145,65.4347,741.12172,161.9438,179.01138
7926.09333,16.09333,-3.46345,69.24178,742.29262,162.1111,177.17133
7926.09667,16.09667,5.64404,66.42785,742.62716,163.11476,178.00772
7926.1,16.1,-3.46345,67.91759,741.28899,161.10744,175.83313
7926.10333,16.10333,6.94504,66.09681,742.62716,161.44198,178.84411
7926.10667,16.10667,-7.36645,66.42785,741.62353,159.93651,175.16405
7926.11,16.11,6.94504,68.08311,741.95807,164.45297,177.00406
7926.11333,16.11333,-7.36645,68.24863,741.45626,160.6056,176.0004
7926.11667,16.11667,-0.86145,68.08311,742.79443,163.28203,176.50225
7926.12,16.12,-8.66745,65.26918,741.62353,161.44198,176.66952
7926.12333,16.12333,-7.36645,66.59337,742.62716,160.27105,176.66952
7926.12667,16.12667,-12.57045,65.26918,741.12172,160.77287,176.0004
7926.13,16.13,-2.16245,67.91759,741.7908,160.27105,174.49493
7926.13333,16.13333,5.64404,66.59337,742.29262,160.27105,176.33498
7926.13667,16.13667,-2.16245,65.60022,741.62353,159.93651,173.82581
7926.14,16.14,3.04155,68.24863,741.62353,161.27471,174.6622
7926.14333,16.14333,-4.76445,66.75889,741.95807,158.09646,175.33132
7926.14667,16.14667,-2.16245,67.08996,742.62716,160.10378,173.99311
7926.15,16.15,4.34304,63.28288,743.46358,160.43832,175.16405
7926.15333,16.15333,-4.76445,66.09681,742.79443,158.59828,173.99311
7926.15667,16.15667,3.04155,67.25548,743.12904,159.93651,173.324
7926.16,16.16,-19.07594,64.77262,742.12535,157.26007,175.66586
7926.16333,16.16333,-11.26945,65.76577,742.62716,157.42734,171.98579
7926.16667,16.16667,-3.46345,64.11051,742.9617,160.27105,172.98945
7926.17,16.17,-11.26945,65.4347,740.95445,157.0928,172.65488
7926.17333,16.17333,5.64404,65.93129,743.63085,157.59462,172.48761
7926.17667,16.17667,-7.36645,66.26233,741.28899,158.26373,171.98579
7926.18,16.18,5.64404,64.27603,740.95445,157.26007,173.65854
7926.18333,16.18333,-0.86145,66.59337,743.46358,158.431,172.48761
7926.18667,16.18667,-8.66745,65.26918,741.28899,158.09646,171.48395
7926.19,16.19,-0.86145,66.26233,742.12535,157.59462,170.48029
7926.19333,16.19333,-6.06545,65.93129,743.29631,156.75826,171.48395
7926.19667,16.19667,0.43955,64.77262,742.9617,155.92187,171.31668
7926.2,16.2,1.74055,64.44155,742.45989,156.08914,170.14574
7926.20333,16.20333,-3.46345,62.6208,742.29262,155.08548,172.32034
7926.20667,16.20667,-13.87194,64.93814,741.95807,155.92187,169.14208
7926.21,16.21,-9.96845,64.77262,743.12904,157.26007,171.31668
7926.21333,16.21333,-7.36645,63.94499,741.28899,154.91821,170.14574
7926.21667,16.21667,-7.36645,63.28288,744.46721,154.24909,169.8112
7926.22,16.22,-6.06545,63.11736,742.45989,155.58733,171.98579
7926.22333,16.22333,-0.86145,65.10366,742.45989,153.41273,170.64756
7926.22667,16.22667,-11.26945,64.77262,743.46358,154.75094,168.47297
7926.23,16.23,5.64404,62.95184,742.62716,155.92187,169.8112
7926.23333,16.23333,-6.06545,65.26918,742.12535,151.57269,168.64027
7926.23667,16.23667,6.94504,64.93814,743.96539,153.74728,169.14208
7926.24,16.24,-13.87194,62.6208,740.2853,154.58367,168.47297
7926.24333,16.24333,0.43955,64.11051,743.12904,151.57269,168.3057
7926.24667,16.24667,-9.96845,62.6208,743.29631,153.41273,168.3057
7926.25,16.25,1.74055,63.11736,741.95807,152.40907,168.13842
7926.25333,16.25333,-11.26945,66.09681,743.46358,151.73996,167.46931
7926.25667,16.25667,10.84805,61.79317,742.62716,153.58001,168.64027
7926.26,16.26,-7.36645,63.4484,741.45626,153.58001,167.13476
7926.26333,16.26333,-2.16245,62.6208,743.12904,154.58367,168.80754
7926.26667,16.26667,-11.26945,62.6208,741.7908,154.91821,168.3057
7926.27,16.27,-17.77494,62.95184,740.95445,151.57269,166.80022
7926.27333,16.27333,-8.66745,64.44155,743.12904,152.0745,167.30204
7926.27667,16.27667,-3.46345,60.6345,742.79443,152.57635,167.63661
7926.28,16.28,-6.06545,62.12421,739.95075,153.41273,165.79656
7926.28333,16.28333,-13.87194,63.61395,742.45989,151.40541,166.80022
7926.28667,16.28667,-4.76445,62.95184,742.9617,151.40541,167.63661
7926.29,16.29,-3.46345,62.28973,741.95807,151.73996,166.29838
7926.29333,16.29333,-19.07594,63.94499,743.46358,150.90357,165.46202
7926.29667,16.29667,0.43955,61.95869,744.13267,152.40907,166.46568
7926.3,16.3,-3.46345,62.78632,740.45257,150.7363,164.45836
7926.30333,16.30333,-9.96845,62.6208,743.63085,147.89259,166.29838
7926.30667,16.30667,-17.77494,60.6345,742.12535,151.90723,166.80022
7926.31,16.31,-8.66745,61.79317,741.7908,150.40175,163.62197
7926.31333,16.31333,-6.06545,64.44155,743.12904,150.40175,164.62563
7926.31667,16.31667,-3.46345,61.29658,741.45626,151.73996,164.96017
7926.32,16.32,3.04155,62.28973,740.2853,149.56536,163.95651
7926.32333,16.32333,-2.16245,61.29658,742.12535,151.23814,164.96017
7926.32667,16.32667,-13.87194,60.30343,741.7908,149.56536,163.28743
7926.33,16.33,-3.46345,61.79317,742.79443,148.72898,162.95285
7926.33333,16.33333,-15.17294,60.96554,742.62716,151.23814,164.45836
7926.33667,16.33667,-6.06545,60.13791,742.79443,147.2235,162.45104
7926.34,16.34,9.54705,61.13106,742.12535,148.5617,162.28377
7926.34333,16.34333,30.36354,59.97239,743.12904,149.23082,165.12744
7926.34667,16.34667,49.87903,61.95869,740.78711,148.72898,161.78192
7926.35,16.35,61.58852,61.4621,742.29262,149.23082,162.11649
7926.35333,16.35333,90.21151,61.4621,742.62716,148.5617,163.28743
7926.35667,16.35667,95.41551,58.81372,742.79443,147.89259,162.95285
7926.36,16.36,60.28752,61.4621,741.28899,148.72898,160.10917
7926.36333,16.36333,78.50202,62.78632,743.12904,146.88896,162.28377
7926.36667,16.36667,45.97603,60.96554,742.62716,148.39443,161.94919
7926.37,16.37,45.97603,60.6345,742.12535,146.21984,159.60733
7926.37333,16.37333,42.07303,62.28973,743.79812,146.88896,160.27645
7926.37667,16.37667,58.98652,58.97924,743.46358,148.22716,161.44738
7926.38,16.38,55.08352,60.13791,740.45257,146.38711,160.61099
7926.38333,16.38333,61.58852,60.46898,743.46358,145.55072,160.94553
7926.38667,16.38667,64.19052,59.31028,742.62716,148.39443,161.28011
7926.39,16.39,66.79252,60.13791,741.45626,146.88896,160.10917
7926.39333,16.39333,64.19052,62.28973,742.9617,145.55072,159.9419
7926.39667,16.39667,65.49152,58.48268,743.29631,145.718,159.9419
7926.4,16.4,43.37403,59.47583,740.11803,145.21618,158.93824
7926.40333,16.40333,51.18003,61.13106,742.62716,142.37247,158.60367
7926.40667,16.40667,51.18003,58.81372,742.62716,145.38345,158.26913
7926.41,16.41,48.57803,58.97924,742.79443,146.55438,158.10185
7926.41333,16.41333,53.78252,60.46898,741.95807,144.37979,157.26546
7926.41667,16.41667,79.80302,60.13791,744.29994,144.04525,158.4364
7926.42,16.42,69.39452,58.81372,740.61984,144.21252,158.60367
7926.42333,16.42333,55.08352,59.97239,742.45989,142.70705,158.10185
7926.42667,16.42667,48.57803,59.31028,742.9617,146.55438,157.60001
7926.43,16.43,42.07303,58.15161,741.62353,143.71071,158.77094
7926.43333,16.43333,34.26654,60.30343,742.45989,142.37247,157.43274
7926.43667,16.43667,51.18003,58.97924,743.79812,143.20886,157.43274
7926.44,16.44,40.77203,57.98609,740.61984,143.37613,156.93092
7926.44333,16.44333,42.07303,59.97239,742.12535,142.03793,157.43274
7926.44667,16.44667,62.88952,59.47583,743.12904,145.38345,156.76365
7926.45,16.45,58.98652,58.97924,741.62353,143.04159,155.42542
7926.45333,16.45333,60.28752,60.6345,742.29262,141.70339,155.75999
7926.45667,16.45667,62.88952,56.99294,743.29631,141.70339,157.09819
7926.46,16.46,57.68552,58.48268,740.61984,142.03793,155.75999
7926.46333,16.46333,51.18003,58.81372,742.79443,142.03793,155.59269
7926.46667,16.46667,53.78252,57.32401,743.29631,143.37613,154.75633
7926.47,16.47,55.08352,56.99294,741.95807,140.53245,154.42176
7926.47333,16.47333,55.08352,59.31028,743.79812,141.03427,154.25448
7926.47667,16.47667,62.88952,57.32401,743.12904,141.70339,155.59269
7926.48,16.48,53.78252,57.98609,741.28899,140.867,153.25082
7926.48333,16.48333,60.28752,57.15846,742.79443,140.53245,153.25082
7926.48667,16.48667,58.98652,57.32401,742.45989,142.2052,154.58906
7926.49,16.49,56.38452,59.31028,741.45626,141.70339,154.25448
7926.49333,16.49333,42.07303,58.6482,743.12904,140.36518,153.75267
7926.49667,16.49667,49.87903,56.16534,741.45626,141.53611,153.91994
7926.5,16.5,38.17003,56.82742,741.62353,138.35786,153.75267
7926.50333,16.50333,43.37403,57.82057,743.63085,140.19788,154.25448
7926.50667,16.50667,44.67503,56.49638,741.95807,142.70705,153.25082
7926.51,16.51,49.87903,58.15161,741.45626,138.69241,152.07989
7926.51333,16.51333,49.87903,56.82742,742.29262,140.53245,154.08721
7926.51667,16.51667,64.19052,55.99978,742.79443,137.52147,151.91262
7926.52,16.52,52.48103,56.99294,743.29631,140.03061,151.91262
7926.52333,16.52333,61.58852,55.17219,741.7908,138.02329,153.4181
7926.52667,16.52667,51.18003,57.32401,742.79443,138.19056,151.41081
7926.53,16.53,42.07303,56.82742,742.9617,140.03061,153.91994
7926.53333,16.53333,35.56754,56.99294,741.95807,138.85968,151.91262
7926.53667,16.53667,43.37403,55.99978,743.29631,140.53245,151.41081
7926.54,16.54,36.86903,55.66874,741.28899,141.36881,152.07989
7926.54333,16.54333,43.37403,56.6619,742.12535,135.01234,151.2435
7926.54667,16.54667,53.78252,56.82742,742.12535,137.52147,150.40715
7926.55,16.55,49.87903,56.6619,741.28899,138.52513,151.41081
7926.55333,16.55333,58.98652,57.82057,741.95807,135.68142,150.57442
7926.55667,16.55667,65.49152,55.50323,743.46358,136.35054,151.2435
7926.56,16.56,60.28752,54.17903,741.7908,139.36152,150.74169
7926.56333,16.56333,48.57803,56.82742,742.12535,133.6741,149.9053
7926.56667,16.56667,51.18003,56.33086,742.62716,135.8487,151.07623
7926.57,16.57,42.07303,55.66874,742.45989,133.33956,149.73803
7926.57333,16.57333,49.87903,57.15846,743.79812,136.01597,149.9053
7926.57667,16.57667,51.18003,53.51692,742.9617,135.68142,149.06891
7926.58,16.58,42.07303,55.99978,743.63085,136.68509,148.5671
7926.58333,16.58333,43.37403,54.51007,742.29262,135.34688,150.57442
7926.58667,16.58667,42.07303,55.17219,740.61984,133.00502,147.56344
7926.59,16.59,51.18003,55.50323,742.79443,134.84504,148.5671
7926.59333,16.59333,58.98652,56.16534,742.12535,133.6741,148.39983
7926.59667,16.59667,56.38452,55.17219,742.62716,135.68142,147.56344
7926.6,16.6,40.77203,55.00663,741.12172,137.3542,148.90164
7926.60333,16.60333,45.97603,55.99978,741.7908,132.50317,148.73437
7926.60667,16.60667,39.47103,54.67559,742.62716,133.84138,148.73437
7926.61,16.61,27.76154,54.17903,741.28899,132.3359,147.39617
7926.61333,16.61333,43.37403,56.49638,742.9617,132.00136,147.22889
7926.61667,16.61667,58.98652,54.84111,743.63085,134.17595,147.89798
7926.62,16.62,55.08352,54.51007,740.78711,135.01234,147.06162
7926.62333,16.62333,52.48103,55.33771,742.79443,134.67776,147.56344
7926.62667,16.62667,55.08352,55.17219,743.63085,133.17229,147.56344
7926.63,16.63,43.37403,54.34455,741.95807,132.50317,146.89432
7926.63333,16.63333,38.17003,55.17219,743.29631,131.33224,146.72705
7926.63667,16.63667,43.37403,52.68929,743.63085,132.3359,146.55978
7926.64,16.64,25.15954,53.68244,742.12535,132.00136,145.89066
7926.64333,16.64333,44.67503,55.17219,742.29262,133.33956,145.38885
7926.64667,16.64667,51.18003,55.33771,742.9617,133.00502,147.22889
7926.65,16.65,60.28752,53.02036,742.12535,131.66678,146.39251
7926.65333,16.65333,53.78252,56.16534,741.95807,132.16863,144.21791
7926.65667,16.65667,56.38452,54.01351,742.79443,131.66678,147.56344
7926.66,16.66,52.48103,53.3514,742.62716,133.00502,144.05064
7926.66333,16.66333,45.97603,54.51007,742.9617,134.00868,144.71973
7926.66667,16.66667,36.86903,55.50323,740.78711,132.00136,144.88703
7926.67,16.67,26.46054,53.84796,744.13267,130.49585,143.88337
7926.67333,16.67333,25.15954,52.19273,743.12904,132.83775,145.0543
7926.67667,16.67667,22.55754,53.02036,740.95445,131.33224,144.88703
7926.68,16.68,35.56754,53.84796,743.29631,130.66316,144.88703
7926.68333,16.68333,38.17003,52.68929,740.61984,133.33956,143.5488
7926.68667,16.68667,58.98652,53.84796,741.28899,131.83409,143.5488
7926.69,16.69,47.27703,53.68244,741.95807,132.50317,144.21791
7926.69333,16.69333,53.78252,53.3514,743.46358,128.32126,142.54514
7926.69667,16.69667,49.87903,54.34455,742.79443,132.00136,143.5488
7926.7,16.7,42.07303,53.3514,741.95807,129.6595,142.71244
7926.70333,16.70333,45.97603,53.68244,743.29631,130.16131,142.71244
7926.70667,16.70667,35.56754,52.02721,742.62716,130.9977,142.21059
7926.71,16.71,38.17003,53.3514,741.95807,129.99404,141.3742
7926.71333,16.71333,38.17003,55.17219,743.29631,130.32858,142.37786
7926.71667,16.71667,53.78252,53.84796,741.7908,129.6595,141.20693
7926.72,16.72,48.57803,54.67559,741.62353,129.15765,141.54148
7926.72333,16.72333,53.78252,51.19958,741.7908,128.82311,142.87971
7926.72667,16.72667,48.57803,53.84796,742.29262,129.15765,140.20327
7926.73,16.73,49.87903,52.85481,743.46358,129.32492,141.54148
7926.73333,16.73333,43.37403,52.85481,741.7908,127.65217,141.87605
7926.73667,16.73667,51.18003,53.51692,743.96539,128.32126,139.36688
7926.74,16.74,42.07303,53.18588,743.12904,128.99038,142.21059
7926.74333,16.74333,44.67503,51.19958,741.12172,127.98672,142.37786
7926.74667,16.74667,38.17003,52.35825,742.29262,126.31394,139.86873
7926.75,16.75,42.07303,52.68929,741.95807,126.98306,140.53785
7926.75333,16.75333,43.37403,53.02036,741.45626,128.32126,141.3742
7926.75667,16.75667,47.27703,53.18588,742.12535,127.3176,140.036
7926.76,16.76,38.17003,52.52377,742.62716,127.15033,140.87239
7926.76333,16.76333,42.07303,50.70299,741.95807,126.14667,141.87605
7926.76667,16.76667,30.36354,53.02036,741.62353,124.47392,138.19595
7926.77,16.77,42.07303,53.02036,743.12904,126.14667,138.53053
7926.77333,16.77333,38.17003,51.69614,742.29262,127.15033,139.36688
7926.77667,16.77667,49.87903,50.37195,741.7908,125.9794,138.86507
7926.78,16.78,39.47103,52.35825,742.45989,127.4849,138.53053
7926.78333,16.78333,32.96554,50.53747,742.62716,125.9794,140.37054
7926.78667,16.78667,35.56754,50.86854,741.95807,125.31031,137.19229
7926.79,16.79,45.97603,52.02721,741.28899,126.31394,138.36326
7926.79333,16.79333,40.77203,50.53747,741.12172,126.64851,139.86873
7926.79667,16.79667,53.78252,50.86854,742.62716,125.31031,137.35959
7926.8,16.8,38.17003,51.53062,742.79443,126.81579,137.86141
7926.80333,16.80333,35.56754,50.53747,741.95807,125.14301,137.69414
7926.80667,16.80667,43.37403,51.53062,742.29262,123.97208,136.02136
7926.81,16.81,48.57803,50.37195,742.9617,124.64119,137.86141
7926.81333,16.81333,36.86903,49.70984,741.45626,124.64119,136.69048
7926.81667,16.81667,31.66454,52.19273,742.79443,123.97208,136.18866
7926.82,16.82,53.78252,51.69614,743.79812,125.47758,136.18866
7926.82333,16.82333,36.86903,49.3788,741.95807,125.47758,137.19229
7926.82667,16.82667,38.17003,49.04776,742.12535,122.63387,137.02502
7926.83,16.83,19.95554,52.02721,742.9617,123.13572,135.0177
7926.83333,16.83333,27.76154,50.04091,742.12535,124.13935,136.85775
7926.83667,16.83667,27.76154,51.03406,740.78711,122.4666,137.02502
