Time (sec),Time Since Ignition (sec),LC1 Axial Load (lbf),PT1 Combustion Pressure (psi),PT2 Feedline Pressure (psi),PT3 Injector Pressure (psi),PT4 Ox-Tank Pressure (psi)
7914.54,4.54,608.02428,309.74924,741.7908,642.86328,654.74526
7914.54333,4.54333,546.8758,310.74236,742.62716,641.69231,653.74163
7914.54667,4.54667,587.20779,321.17043,742.29262,644.36872,654.91253
7914.55,4.55,561.1873,323.81881,742.12535,644.03418,654.07617
7914.55333,4.55333,572.8963,309.74924,741.7908,646.0415,657.58893
7914.55667,4.55667,522.15582,315.54262,742.79443,646.71065,655.74895
7914.56,4.56,553.38081,320.34283,741.7908,646.71065,657.08712
7914.56333,4.56333,578.10079,320.17731,743.29631,642.86328,655.58168
7914.56667,4.56667,555.98281,314.2184,742.45989,645.53968,657.25439
7914.57,4.57,565.0903,319.51516,742.12535,644.70333,655.74895
7914.57333,4.57333,536.46731,299.15565,741.95807,648.21609,659.09444
7914.57667,4.57667,539.06931,279.95478,742.29262,651.89619,654.41071
7914.58,4.58,475.31883,269.03016,741.7908,651.56164,657.08712
7914.58333,4.58333,464.91034,263.56781,743.46358,648.88524,657.25439
7914.58667,4.58667,394.65437,278.29952,742.79443,645.53968,658.25808
7914.59,4.59,490.93133,296.01065,742.29262,647.88155,657.58893
7914.59333,4.59333,510.44682,303.29378,741.95807,648.55063,660.09813
7914.59667,4.59667,537.76831,331.10193,741.7908,652.56527,657.25439
7914.6,4.6,557.28381,316.53574,742.79443,654.90714,660.09813
7914.60333,4.60333,601.51928,296.34175,741.95807,660.76183,659.42898
7914.60667,4.60667,548.1768,273.83036,742.9617,653.90351,661.26903
7914.61,4.61,540.37031,263.07125,740.61984,651.05983,659.42898
7914.61333,4.61333,479.22183,281.279,742.9617,646.0415,663.10908
7914.61667,4.61667,449.29785,294.35545,741.62353,650.22341,660.2654
7914.62,4.62,425.87936,294.85201,743.12904,653.06709,660.43268
7914.62333,4.62333,394.65437,281.279,741.95807,658.58723,661.93818
7914.62667,4.62667,480.52283,289.05863,743.63085,655.24168,660.93449
7914.63,4.63,529.96231,314.38392,741.95807,656.24537,662.44
7914.63333,4.63333,596.31528,320.17731,742.9617,647.547,662.77454
7914.63667,4.63667,662.66825,305.28008,741.95807,649.38705,662.60727
7914.64,4.64,617.13177,297.16935,742.79443,648.04882,661.4363
7914.64333,4.64333,622.33578,306.60424,742.62716,651.72892,663.44362
7914.64667,4.64667,542.9728,317.52886,742.79443,652.56527,662.60727
7914.65,4.65,548.1768,320.34283,741.45626,655.74356,662.94181
7914.65333,4.65333,488.32884,318.52205,742.62716,650.55795,663.6109
7914.65667,4.65667,537.76831,319.84627,741.95807,650.89249,664.11277
7914.66,4.66,516.95182,327.46037,742.12535,650.89249,662.60727
7914.66333,4.66333,562.4883,321.33595,741.12172,651.56164,663.44362
7914.66667,4.66667,637.94827,322.16361,743.46358,654.73986,663.44362
7914.67,4.67,634.04527,317.69445,740.95445,653.56896,663.94544
7914.67333,4.67333,667.87225,345.99916,743.29631,654.23805,664.78186
7914.67667,4.67667,678.28074,342.19208,741.62353,650.39068,663.77817
7914.68,4.68,618.43277,337.22636,742.79443,652.73254,664.78186
7914.68333,4.68333,610.62677,357.42035,742.62716,650.72522,664.44732
7914.68667,4.68667,553.38081,348.3165,744.13267,656.0781,664.78186
7914.69,4.69,587.20779,332.42609,740.95445,656.0781,663.94544
7914.69333,4.69333,571.5953,340.70234,741.95807,655.07441,667.12372
7914.69667,4.69667,585.90679,335.90214,741.95807,652.23073,665.45094
7914.7,4.7,614.52977,344.01286,742.62716,652.23073,666.28737
7914.70333,4.70333,657.46376,354.77197,741.28899,651.05983,665.61822
7914.70667,4.70667,665.27025,346.66124,743.46358,655.91083,667.12372
7914.71,4.71,665.27025,342.85416,741.12172,656.74718,664.61459
7914.71333,4.71333,688.68875,344.3439,743.29631,657.41627,668.29462
7914.71667,4.71667,630.14227,346.82676,741.7908,652.89982,665.61822
7914.72,4.72,644.45376,343.5163,742.62716,653.56896,667.12372
7914.72333,4.72333,618.43277,358.91009,742.79443,650.39068,666.95645
7914.72667,4.72667,618.43277,360.39983,743.12904,655.24168,665.78549
7914.73,4.73,558.5853,347.32332,740.45257,657.91815,665.61822
7914.73333,4.73333,627.54027,339.5437,742.62716,659.08905,669.29831
7914.73667,4.73667,662.66825,353.61327,741.28899,656.57991,666.78918
7914.74,4.74,662.66825,365.86211,742.12535,656.24537,668.7965
7914.74333,4.74333,682.18374,349.47514,741.45626,651.89619,666.62191
7914.74667,4.74667,673.07625,337.88844,742.9617,653.06709,668.46196
7914.75,4.75,666.57125,339.5437,740.78711,653.40169,666.78918
7914.75333,4.75333,641.85127,342.68864,742.9617,655.40901,669.80013
7914.75667,4.75667,602.82028,347.48884,743.46358,656.24537,666.95645
7914.76,4.76,580.70279,346.99228,742.79443,659.92547,667.62554
7914.76333,4.76333,575.49879,360.56535,742.29262,655.74356,667.79281
7914.76667,4.76667,652.25976,348.97858,744.46721,657.08173,669.46559
7914.77,4.77,610.62677,343.5163,743.12904,657.75088,668.46196
7914.77333,4.77333,630.14227,349.80625,742.29262,657.08173,670.46921
7914.77667,4.77667,710.80673,366.02763,742.29262,657.41627,668.12735
7914.78,4.78,658.76525,368.84153,741.7908,656.91446,669.80013
7914.78333,4.78333,683.48474,355.10301,742.9617,658.58723,669.9674
7914.78667,4.78667,656.16276,353.94431,741.95807,656.24537,669.46559
7914.79,4.79,643.15276,361.22743,742.9617,661.93279,669.46559
7914.79333,4.79333,614.52977,358.91009,740.78711,657.75088,670.80382
7914.79667,4.79667,602.82028,353.44775,741.95807,659.92547,671.64018
7914.8,4.8,592.41228,346.99228,742.62716,658.08542,669.80013
7914.80333,4.80333,682.18374,355.10301,742.29262,658.25269,671.80745
7914.80667,4.80667,644.45376,350.96488,744.13267,657.58361,669.46559
7914.81,4.81,683.48474,358.74457,740.45257,661.26364,669.9674
7914.81333,4.81333,703.00024,359.57217,743.46358,660.59455,672.14199
7914.81667,4.81667,601.51928,350.13729,741.95807,659.25632,671.47291
7914.82,4.82,657.46376,349.64066,743.12904,656.57991,672.81114
7914.82333,4.82333,615.83077,362.55165,742.9617,655.24168,671.13836
7914.82667,4.82667,661.36725,363.71029,743.46358,657.249,672.47653
7914.83,4.83,626.23927,359.57217,740.45257,662.10006,671.47291
7914.83333,4.83333,619.73378,355.43405,743.29631,661.59818,674.14931
7914.83667,4.83667,645.75476,357.91691,741.45626,660.9291,671.64018
7914.84,4.84,703.00024,359.73769,741.95807,659.25632,671.80745
7914.84333,4.84333,653.56076,353.61327,741.12172,657.75088,672.64381
7914.84667,4.84667,665.27025,350.13729,742.9617,656.41264,673.31296
7914.85,4.85,660.06625,356.59275,740.11803,658.75451,671.80745
7914.85333,4.85333,660.06625,353.61327,743.12904,659.59086,674.14931
7914.85667,4.85667,640.55027,350.46832,742.62716,661.76545,673.14568
7914.86,4.86,614.52977,352.28911,741.7908,661.76545,672.47653
7914.86333,4.86333,611.92777,357.42035,741.95807,660.59455,674.31658
7914.86667,4.86667,576.79979,353.44775,743.96539,659.25632,672.64381
7914.87,4.87,623.63678,342.85416,740.11803,661.93279,673.6475
7914.87333,4.87333,615.83077,341.19896,743.12904,661.09637,675.32028
7914.87667,4.87667,637.94827,355.10301,741.45626,662.93642,674.65113
7914.88,4.88,647.05576,358.24801,743.79812,661.26364,674.48386
7914.88333,4.88333,639.24927,348.81306,741.95807,657.58361,673.31296
7914.88667,4.88667,623.63678,346.82676,743.46358,659.42359,675.153
7914.89,4.89,621.03478,352.62015,741.45626,660.59455,673.48023
7914.89333,4.89333,641.85127,350.96488,742.62716,661.43091,675.98936
7914.89667,4.89667,604.12128,355.76509,741.28899,662.4346,672.64381
7914.9,4.9,614.52977,349.30962,742.79443,666.11464,674.8184
7914.90333,4.90333,593.71328,344.17838,741.12172,663.43823,673.81477
7914.90667,4.90667,648.35676,346.49572,743.96539,662.4346,676.49118
7914.91,4.91,645.75476,349.64066,741.62353,660.42728,673.14568
7914.91333,4.91333,623.63678,350.96488,741.7908,658.25269,676.82572
7914.91667,4.91667,631.44327,343.5163,742.62716,660.59455,674.98573
7914.92,4.92,663.96925,355.59957,741.28899,663.43823,675.153
7914.92333,4.92333,622.33578,363.71029,744.46721,664.6092,676.65845
7914.92667,4.92667,630.14227,355.59957,741.28899,664.6092,674.8184
7914.93,4.93,610.62677,354.10989,742.12535,662.93642,675.82209
7914.93333,4.93333,644.45376,358.74457,742.12535,659.59086,676.82572
7914.93667,4.93667,628.84127,360.56535,742.62716,661.93279,677.16032
7914.94,4.94,618.43277,361.88951,742.9617,661.09637,675.32028
7914.94333,4.94333,661.36725,345.5026,741.95807,665.27828,676.65845
7914.94667,4.94667,689.98975,356.09619,743.63085,665.61282,675.98936
7914.95,4.95,648.35676,361.55847,740.2853,665.61282,676.82572
7914.95333,4.95333,647.05576,342.85416,742.62716,658.58723,677.3276
7914.95667,4.95667,641.85127,350.96488,741.62353,659.59086,677.82941
7914.96,4.96,637.94827,375.6281,741.95807,660.59455,676.15663
7914.96333,4.96333,665.27025,364.70347,741.28899,665.7801,676.82572
7914.96667,4.96667,635.34627,362.05503,744.29994,665.44555,677.16032
7914.97,4.97,654.86176,353.94431,740.78711,664.27465,675.98936
7914.97333,4.97333,657.46376,371.6555,742.62716,659.25632,679.00031
7914.97667,4.97667,686.08674,370.33128,740.95445,658.92178,677.3276
7914.98,4.98,700.39824,378.27648,741.62353,658.75451,677.82941
7914.98333,4.98333,726.41922,392.51163,742.45989,660.26001,676.65845
7914.98667,4.98667,765.45021,395.98761,741.95807,663.43823,677.3276
7914.99,4.99,752.43971,403.10516,743.79812,663.94005,677.82941
7914.99333,4.99333,734.22522,384.73195,741.95807,658.41996,677.82941
7914.99667,4.99667,771.95521,388.53903,743.63085,660.09274,677.16032
7915,5,745.93471,399.13262,741.62353,658.75451,675.82209
7915.00333,5.00333,758.94472,403.7673,742.79443,661.26364,678.16395
7915.00667,5.00667,751.13871,398.9671,742.62716,660.26001,675.82209
7915.01,5.01,764.14921,408.23646,740.78711,663.10369,677.49487
7915.01333,5.01333,740.73022,398.13943,742.62716,661.26364,679.00031
7915.01667,5.01667,718.61273,375.297,742.12535,661.93279,677.66214
7915.02,5.02,706.90324,380.09726,743.12904,666.28197,679.33492
7915.02333,5.02333,714.70973,386.22169,742.79443,660.76183,678.16395
7915.02667,5.02667,751.13871,395.65657,742.62716,664.44192,678.66577
7915.03,5.03,714.70973,403.10516,741.95807,658.92178,677.99668
7915.03333,5.03333,727.72022,388.70455,742.29262,661.93279,679.33492
7915.03667,5.03667,735.52622,402.44308,742.12535,660.59455,676.82572
7915.04,5.04,743.33271,409.22958,742.12535,662.93642,678.66577
7915.04333,5.04333,757.64372,410.05724,741.95807,659.59086,678.33122
7915.04667,5.04667,813.58868,401.28444,742.9617,663.77277,679.66946
7915.05,5.05,764.14921,406.08464,741.62353,662.76915,678.4985
7915.05333,5.05333,734.22522,392.34605,740.78711,659.59086,680.17127
7915.05667,5.05667,768.05221,391.35293,742.9617,660.59455,680.84036
7915.06,5.06,761.54721,416.51271,740.78711,658.58723,678.66577
7915.06333,5.06333,738.12822,414.36088,742.9617,658.92178,679.00031
7915.06667,5.06667,792.7717,404.76042,741.7908,659.92547,678.16395
7915.07,5.07,753.74071,410.38828,742.12535,661.76545,678.16395
7915.07333,5.07333,788.8687,406.41568,741.12172,655.57628,681.1749
7915.07667,5.07667,774.55721,396.48417,742.12535,657.249,678.4985
7915.08,5.08,764.14921,407.90542,742.45989,657.75088,677.66214
7915.08333,5.08333,751.13871,404.42938,742.12535,658.08542,678.83304
7915.08667,5.08667,807.08319,413.3677,742.45989,658.08542,679.33492
7915.09,5.09,766.75121,421.31291,742.12535,657.91815,677.49487
7915.09333,5.09333,751.13871,406.5812,742.29262,659.59086,679.83673
7915.09667,5.09667,774.55721,400.12573,742.12535,660.59455,678.4985
7915.1,5.1,786.2667,406.91224,741.7908,660.59455,680.17127
7915.10333,5.10333,740.73022,408.89854,741.7908,659.59086,679.00031
7915.10667,5.10667,825.29769,402.11204,742.9617,659.08905,679.83673
7915.11,5.11,805.78219,428.76149,740.61984,657.91815,677.3276
7915.11333,5.11333,791.4707,416.01615,741.7908,655.07441,680.67309
7915.11667,5.11667,745.93471,402.93964,740.45257,657.91815,679.16758
7915.12,5.12,821.39468,425.11999,742.62716,656.91446,679.66946
7915.12333,5.12333,761.54721,424.45785,742.62716,656.74718,680.17127
7915.12667,5.12667,804.48119,413.53322,743.96539,660.26001,678.83304
7915.13,5.13,773.25621,400.29125,741.12172,659.25632,678.83304
7915.13333,5.13333,757.64372,409.06406,742.9617,658.25269,680.84036
7915.13667,5.13667,738.12822,413.53322,741.12172,658.58723,679.66946
7915.14,5.14,769.35321,410.71932,742.45989,660.59455,679.00031
7915.14333,5.14333,752.43971,420.65083,739.95075,656.74718,680.004
7915.14667,5.14667,774.55721,407.07776,743.96539,657.08173,679.16758
7915.15,5.15,751.13871,401.44996,740.2853,658.92178,679.50219
7915.15333,5.15333,775.85821,406.91224,742.45989,656.91446,681.1749
7915.15667,5.15667,781.0627,417.67134,741.45626,658.92178,679.50219
7915.16,5.16,748.53671,398.80151,743.12904,658.08542,679.83673
7915.16333,5.16333,821.39468,402.27756,741.95807,658.08542,679.33492
7915.16667,5.16667,749.83771,410.71932,743.46358,657.249,681.00763
7915.17,5.17,777.1597,413.53322,740.95445,658.75451,678.66577
7915.17333,5.17333,756.34272,408.07094,742.62716,659.42359,681.00763
7915.17667,5.17667,794.07319,403.43626,740.95445,655.07441,679.33492
7915.18,5.18,732.92422,397.14631,742.9617,658.75451,679.83673
7915.18333,5.18333,758.94472,407.07776,740.95445,657.41627,679.83673
7915.18667,5.18667,786.2667,413.53322,743.29631,659.59086,680.33855
7915.19,5.19,756.34272,412.20906,740.11803,657.58361,679.66946
7915.19333,5.19333,752.43971,396.31865,742.79443,657.08173,682.34587
7915.19667,5.19667,766.75121,404.42938,741.95807,653.56896,679.33492
7915.2,5.2,778.4607,405.09146,742.9617,656.74718,679.83673
7915.20333,5.20333,753.74071,389.20111,741.7908,657.91815,679.00031
7915.20667,5.20667,788.8687,404.26386,743.79812,659.59086,680.17127
7915.21,5.21,734.22522,417.50583,742.29262,659.25632,679.16758
7915.21333,5.21333,784.9657,407.57438,742.29262,656.91446,682.01132
7915.21667,5.21667,778.4607,417.67134,742.79443,656.41264,679.83673
7915.22,5.22,755.04172,410.05724,741.28899,656.0781,680.50582
7915.22333,5.22333,771.95521,393.67027,743.12904,656.74718,680.50582
7915.22667,5.22667,779.7617,400.45677,741.45626,661.93279,680.17127
7915.23,5.23,758.94472,407.24328,741.45626,658.92178,679.00031
7915.23333,5.23333,756.34272,397.80839,743.12904,659.42359,681.50951
7915.23667,5.23667,730.32222,400.78781,741.28899,654.90714,678.4985
7915.24,5.24,742.03122,397.80839,742.79443,656.74718,679.50219
7915.24333,5.24333,751.13871,412.20906,740.61984,653.56896,679.50219
7915.24667,5.24667,753.74071,404.42938,744.29994,662.76915,679.83673
7915.25,5.25,794.07319,398.63599,741.95807,659.42359,681.84405
7915.25333,5.25333,747.23571,401.11892,742.29262,659.08905,680.33855
7915.25667,5.25667,809.68519,401.28444,742.62716,659.59086,681.67678
7915.26,5.26,747.23571,414.19536,741.45626,657.41627,679.16758
7915.26333,5.26333,797.97619,394.49787,743.96539,657.58361,681.1749
7915.26667,5.26667,777.1597,404.92594,742.12535,660.26001,679.66946
7915.27,5.27,787.5677,410.38828,742.62716,660.9291,681.84405
7915.27333,5.27333,738.12822,413.3677,742.29262,663.94005,681.00763
7915.27667,5.27667,800.57819,394.66345,741.45626,658.92178,680.004
7915.28,5.28,734.22522,405.58808,742.29262,655.40901,679.66946
7915.28333,5.28333,784.9657,404.42938,742.29262,653.40169,681.1749
7915.28667,5.28667,768.05221,403.93282,743.12904,656.24537,679.50219
7915.29,5.29,771.95521,412.5401,740.78711,664.44192,679.66946
7915.29333,5.29333,768.05221,407.7399,742.79443,659.59086,681.1749
7915.29667,5.29667,794.07319,410.71932,741.45626,658.41996,680.17127
7915.3,5.3,792.7717,407.57438,742.9617,657.58361,679.83673
7915.30333,5.30333,760.24621,408.23646,741.28899,655.07441,680.67309
7915.30667,5.30667,768.05221,395.82209,743.79812,659.42359,680.17127
7915.31,5.31,729.02122,403.10516,739.61621,658.08542,680.67309
7915.31333,5.31333,758.94472,413.03666,742.12535,657.41627,681.1749
7915.31667,5.31667,734.22522,400.62229,741.62353,662.26733,678.66577
7915.32,5.32,782.3637,392.34605,742.12535,659.08905,680.17127
7915.32333,5.32333,742.03122,407.57438,741.62353,658.25269,680.17127
7915.32667,5.32667,820.09368,410.88484,743.79812,655.57628,680.84036
7915.33,5.33,755.04172,400.29125,740.78711,656.41264,679.33492
7915.33333,5.33333,784.9657,394.00131,742.62716,656.57991,682.51314
7915.33667,5.33667,762.84821,410.88484,742.12535,661.26364,679.16758
7915.34,5.34,797.97619,411.54692,742.12535,665.11101,680.50582
7915.34333,5.34333,764.14921,401.11892,742.12535,660.09274,679.83673
7915.34667,5.34667,786.2667,398.13943,742.79443,658.92178,681.34217
7915.35,5.35,774.55721,410.71932,742.9617,660.76183,680.84036
7915.35333,5.35333,753.74071,411.21588,741.45626,654.07078,681.67678
7915.35667,5.35667,775.85821,401.11892,743.12904,658.92178,680.33855
7915.36,5.36,817.49168,401.44996,741.12172,656.24537,681.34217
7915.36333,5.36333,799.27719,412.87114,742.9617,661.26364,680.33855
7915.36667,5.36667,749.83771,399.13262,742.29262,657.249,681.34217
7915.37,5.37,747.23571,403.43626,743.29631,659.59086,680.17127
7915.37333,5.37333,786.2667,399.96021,741.7908,656.91446,682.68041
7915.37667,5.37667,762.84821,412.5401,743.29631,658.92178,680.67309
7915.38,5.38,756.34272,404.5949,741.45626,659.59086,680.33855
7915.38333,5.38333,773.25621,403.60178,743.12904,658.58723,680.004
7915.38667,5.38667,758.94472,397.47735,742.62716,657.58361,680.84036
7915.39,5.39,768.05221,402.6086,741.28899,661.93279,679.83673
7915.39333,5.39333,771.95521,408.89854,741.7908,656.0781,682.68041
7915.39667,5.39667,740.73022,400.12573,743.12904,660.59455,681.34217
7915.4,5.4,781.0627,404.5949,741.28899,657.249,680.004
7915.40333,5.40333,805.78219,415.354,742.62716,659.25632,681.00763
7915.40667,5.40667,755.04172,400.62229,742.62716,658.58723,679.83673
7915.41,5.41,761.54721,396.98079,741.28899,660.26001,680.50582
7915.41333,5.41333,783.6647,406.25016,741.62353,657.58361,680.67309
7915.41667,5.41667,752.43971,401.61548,742.79443,656.57991,679.50219
7915.42,5.42,773.25621,402.93964,741.62353,655.74356,680.004
7915.42333,5.42333,749.83771,408.23646,743.12904,659.92547,679.83673
7915.42667,5.42667,782.3637,396.81527,742.79443,658.92178,679.66946
7915.43,5.43,768.05221,401.781,743.12904,661.43091,681.67678
7915.43333,5.43333,755.04172,397.80839,742.12535,658.58723,680.33855
7915.43667,5.43667,745.93471,396.31865,741.95807,660.26001,680.50582
7915.44,5.44,744.63371,408.73302,742.79443,659.7582,679.16758
7915.44333,5.44333,758.94472,396.48417,741.12172,659.7582,680.33855
7915.44667,5.44667,753.74071,396.31865,741.7908,659.08905,679.66946
7915.45,5.45,762.84821,407.24328,741.62353,661.26364,680.50582
7915.45333,5.45333,753.74071,405.91912,741.62353,656.0781,681.84405
7915.45667,5.45667,774.55721,403.7673,742.62716,659.08905,679.83673
7915.46,5.46,751.13871,390.52533,741.62353,658.58723,681.00763
7915.46333,5.46333,757.64372,394.49787,743.12904,659.42359,679.16758
7915.46667,5.46667,797.97619,410.22276,744.13267,659.92547,680.84036
7915.47,5.47,756.34272,405.91912,741.7908,659.08905,679.50219
7915.47333,5.47333,749.83771,391.18741,743.96539,660.09274,679.83673
7915.47667,5.47667,775.85821,403.43626,740.95445,659.08905,679.66946
7915.48,5.48,761.54721,410.38828,742.9617,660.59455,680.50582
7915.48333,5.48333,756.34272,394.99449,742.45989,656.24537,679.66946
7915.48667,5.48667,738.12822,399.46366,743.29631,661.43091,679.16758
7915.49,5.49,747.23571,396.98079,741.7908,659.42359,680.84036
7915.49333,5.49333,745.93471,393.67027,742.62716,658.41996,680.33855
7915.49667,5.49667,748.53671,395.82209,741.45626,658.08542,679.83673
7915.5,5.5,764.14921,411.05036,742.12535,658.25269,679.00031
7915.50333,5.50333,748.53671,407.57438,743.12904,657.58361,681.00763
7915.50667,5.50667,808.38419,400.45677,742.62716,656.57991,679.83673
7915.51,5.51,768.05221,403.10516,742.12535,659.42359,680.17127
7915.51333,5.51333,773.25621,411.21588,742.29262,658.25269,680.50582
7915.51667,5.51667,762.84821,416.84375,742.29262,663.43823,681.00763
7915.52,5.52,805.78219,405.25698,740.95445,660.26001,679.16758
7915.52333,5.52333,758.94472,402.44308,742.62716,660.76183,680.67309
7915.52667,5.52667,794.07319,401.11892,743.29631,659.59086,679.16758
7915.53,5.53,726.41922,402.27756,741.7908,660.59455,679.66946
7915.53333,5.53333,796.67519,398.63599,742.29262,657.08173,679.50219
7915.53667,5.53667,796.67519,412.70562,742.9617,661.59818,680.84036
7915.54,5.54,766.75121,408.07094,743.12904,661.93279,678.83304
7915.54333,5.54333,756.34272,391.51845,743.46358,663.6055,681.34217
7915.54667,5.54667,783.6647,394.49787,742.62716,660.9291,679.00031
7915.55,5.55,760.24621,417.50583,742.9617,661.43091,680.17127
7915.55333,5.55333,753.74071,409.7262,741.12172,660.26001,681.84405
7915.55667,5.55667,745.93471,397.31183,742.45989,659.08905,680.004
7915.56,5.56,784.9657,405.91912,741.12172,662.60187,680.33855
7915.56333,5.56333,769.35321,411.7125,742.12535,662.26733,679.33492
7915.56667,5.56667,797.97619,405.58808,743.46358,661.43091,681.50951
7915.57,5.57,756.34272,409.56068,741.12172,658.92178,679.16758
7915.57333,5.57333,796.67519,409.89172,743.12904,657.91815,681.67678
7915.57667,5.57667,801.87919,406.5812,741.7908,659.59086,681.84405
7915.58,5.58,770.65421,408.73302,742.9617,657.58361,679.83673
7915.58333,5.58333,774.55721,406.41568,743.12904,661.43091,681.34217
7915.58667,5.58667,777.1597,401.11892,742.9617,659.08905,679.33492
7915.59,5.59,765.45021,410.71932,744.13267,658.75451,681.00763
7915.59333,5.59333,744.63371,403.93282,741.62353,660.26001,678.16395
7915.59667,5.59667,808.38419,403.27074,742.79443,660.09274,680.50582
7915.6,5.6,739.42922,397.97391,740.95445,656.57991,679.00031
7915.60333,5.60333,807.08319,404.26386,742.79443,658.75451,680.17127
7915.60667,5.60667,748.53671,413.3677,741.28899,660.42728,679.50219
7915.61,5.61,766.75121,401.61548,743.79812,656.0781,679.83673
7915.61333,5.61333,817.49168,409.22958,740.78711,661.93279,681.1749
7915.61667,5.61667,814.88968,415.85056,741.45626,658.58723,678.16395
7915.62,5.62,820.09368,405.58808,741.95807,661.76545,681.34217
7915.62333,5.62333,721.21473,397.64287,741.62353,656.57991,679.50219
7915.62667,5.62667,813.58868,405.09146,743.79812,663.77277,680.67309
7915.63,5.63,810.98668,416.01615,741.28899,659.08905,679.16758
7915.63333,5.63333,766.75121,408.89854,743.46358,656.41264,681.84405
7915.63667,5.63667,773.25621,396.31865,742.62716,657.75088,678.33122
7915.64,5.64,755.04172,386.05617,741.95807,658.58723,679.66946
7915.64333,5.64333,727.72022,406.74672,743.29631,660.9291,680.84036
7915.64667,5.64667,760.24621,418.16797,742.12535,659.08905,680.17127
7915.65,5.65,777.1597,394.82897,742.79443,666.28197,680.004
7915.65333,5.65333,792.7717,396.64969,741.28899,657.41627,681.50951
7915.65667,5.65667,727.72022,423.46473,742.62716,662.4346,679.33492
7915.66,5.66,749.83771,405.58808,740.61984,653.40169,680.84036
7915.66333,5.66333,786.2667,401.61548,742.9617,656.57991,679.50219
7915.66667,5.66667,831.80318,411.3814,742.29262,653.73624,679.83673
7915.67,5.67,775.85821,407.90542,742.12535,664.44192,679.00031
7915.67333,5.67333,781.0627,402.44308,741.62353,658.25269,680.84036
7915.67667,5.67667,770.65421,407.24328,743.46358,662.60187,679.50219
7915.68,5.68,779.7617,403.27074,741.7908,656.91446,679.66946
7915.68333,5.68333,745.93471,409.06406,742.9617,655.24168,678.4985
7915.68667,5.68667,757.64372,398.13943,742.62716,659.7582,679.16758
7915.69,5.69,779.7617,404.42938,742.9617,658.25269,679.16758
7915.69333,5.69333,770.65421,402.44308,741.45626,659.92547,681.00763
7915.69667,5.69667,748.53671,397.14631,743.29631,660.59455,680.17127
7915.7,5.7,730.32222,388.04241,742.45989,657.91815,679.33492
7915.70333,5.70333,779.7617,394.16683,743.29631,656.24537,680.50582
7915.70667,5.70667,753.74071,407.4088,742.62716,651.89619,678.66577
7915.71,5.71,734.22522,411.21588,742.62716,660.9291,680.004
7915.71333,5.71333,719.91373,393.50475,742.62716,657.91815,679.66946
7915.71667,5.71667,797.97619,393.17371,743.46358,659.08905,679.33492
7915.72,5.72,761.54721,401.61548,742.62716,659.25632,677.66214
7915.72333,5.72333,688.68875,398.63599,743.46358,656.57991,681.00763
7915.72667,5.72667,747.23571,422.30603,743.12904,652.06346,679.16758
7915.73,5.73,842.21118,408.89854,741.95807,656.41264,680.17127
7915.73333,5.73333,851.31867,387.04929,742.12535,656.91446,679.00031
7915.73667,5.73667,739.42922,408.73302,741.28899,658.75451,678.83304
7915.74,5.74,699.09724,423.13369,742.12535,658.41996,678.4985
7915.74333,5.74333,805.78219,397.47735,741.45626,656.24537,679.33492
7915.74667,5.74667,881.24265,400.45677,744.29994,654.23805,678.33122
7915.75,5.75,719.91373,410.5538,740.95445,661.93279,677.49487
7915.75333,5.75333,732.92422,395.32553,743.46358,658.25269,679.33492
7915.75667,5.75667,816.19068,392.67715,742.45989,656.57991,678.33122
7915.76,5.76,795.37419,416.51271,743.79812,655.74356,679.16758
7915.76333,5.76333,692.59224,398.9671,741.95807,651.56164,678.83304
7915.76667,5.76667,740.73022,387.71137,743.79812,657.41627,679.16758
7915.77,5.77,783.6647,408.40198,742.29262,659.59086,678.83304
7915.77333,5.77333,788.8687,406.41568,742.45989,657.58361,679.33492
7915.77667,5.77667,738.12822,399.79469,742.45989,656.74718,677.66214
7915.78,5.78,764.14921,396.81527,740.95445,652.06346,679.00031
7915.78333,5.78333,809.68519,406.08464,742.9617,654.57259,679.16758
7915.78667,5.78667,777.1597,401.94652,741.45626,653.73624,677.82941
7915.79,5.79,760.24621,407.24328,742.12535,658.58723,677.66214
7915.79333,5.79333,757.64372,411.87802,742.12535,656.41264,680.004
7915.79667,5.79667,777.1597,397.64287,742.29262,657.249,677.66214
7915.8,5.8,764.14921,400.12573,741.7908,654.73986,676.82572
7915.80333,5.80333,779.7617,400.78781,742.62716,656.24537,679.00031
7915.80667,5.80667,764.14921,394.82897,742.9617,653.90351,677.82941
7915.81,5.81,764.14921,393.17371,742.12535,655.07441,679.00031
7915.81333,5.81333,742.03122,410.88484,741.7908,653.56896,678.33122
7915.81667,5.81667,742.03122,404.76042,742.45989,660.42728,678.4985
7915.82,5.82,775.85821,400.29125,742.29262,658.25269,677.3276
7915.82333,5.82333,782.3637,424.29233,742.79443,657.08173,679.50219
7915.82667,5.82667,799.27719,402.44308,742.62716,655.57628,678.16395
7915.83,5.83,773.25621,391.18741,741.7908,655.57628,679.50219
7915.83333,5.83333,729.02122,408.89854,741.12172,651.2271,679.16758
7915.83667,5.83667,758.94472,412.37458,742.29262,656.24537,678.33122
7915.84,5.84,797.97619,399.96021,741.62353,655.24168,676.99299
7915.84333,5.84333,771.95521,388.87007,742.45989,657.41627,679.16758
7915.84667,5.84667,742.03122,393.67027,744.13267,655.07441,678.16395
7915.85,5.85,735.52622,403.43626,742.45989,653.56896,676.82572
